ID,Fi,Lambda,E,N,epoch_label,risk_pk
D10112119153,-33.48103896,149.01310147,687043.6,6293569.8,D20170805,0.08008536
D10112119155,-33.48101766,149.01301092,687035.2999999999,6293572.3,D20170805,0.07891164
D10112119156,-33.481007,149.0129656,687031.1,6293573.600000001,D20170805,0.09082319
D10112219136,-33.48134761,149.01385338,687112.8,6293534.2,D20170805,0.07968798
D10112219148,-33.48121713,149.01329875,687061.6,6293549.7,D20170805,0.019937735
D10112219152,-33.48117472,149.01311845,687044.9,6293554.7,D20170805,0.045029208
D10112219153,-33.48116407,149.01307316,687040.7000000001,6293556.0,D20170805,0.04730424
D10112219154,-33.48115342,149.01302788,687036.5,6293557.2,D20170805,0.02216333
D10112219157,-33.48112119,149.01289086,687023.9,6293561.1,D20170805,0.0138280345
D10112219158,-33.48111018,149.01284407,687019.5,6293562.4,D20170805,0.055604737
D10112219177,-33.48090579,149.01197523,686939.2,6293586.6,D20170805,0.0022028678
D10112219180,-33.48087483,149.01184361,686927.1,6293590.3,D20170805,0.30083802
D10112319135,-33.48148558,149.01387967,687115.0,6293518.9,D20170805,0.046135336
D10112319139,-33.48144,149.01368597,687097.1,6293524.3,D20170805,0.023871006
D10112319141,-33.48141779,149.01359159,687088.4,6293526.9,D20170805,0.010160714
D10112319142,-33.48140677,149.01354473,687084.0,6293528.2,D20170805,0.061471116
D10112319145,-33.48137441,149.01340718,687071.2999999999,6293532.1,D20170805,0.046185106
D10112319148,-33.48134245,149.01327132,687058.8,6293535.800000001,D20170805,0.037191164
D10112319149,-33.4813318,149.01322604,687054.6,6293537.1,D20170805,0.034550283
D10112319152,-33.48129983,149.01309013,687041.9999999999,6293540.9,D20170805,0.039189585
D10112319153,-33.48128918,149.01304483,687037.8,6293542.2,D20170805,0.05939029
D10112319157,-33.48124651,149.01286346,687021.1,6293547.2,D20170805,0.0040333206
D10112319168,-33.48112751,149.01235761,686974.3,6293561.3,D20170805,0.005093051
D10112319169,-33.48111676,149.01231193,686970.1,6293562.6,D20170805,0.07246492
D10112319170,-33.48110601,149.01226622,686965.9,6293563.9,D20170805,0.0060143075
D10112319171,-33.48109508,149.01221975,686961.6,6293565.2,D20170805,0.15022966
D10112319178,-33.48102185,149.01190838,686932.8,6293573.9,D20170805,0.028780987
D10112319182,-33.48098087,149.01173412,686916.7000000001,6293578.7,D20170805,0.025793506
D10112319185,-33.48094888,149.01159812,686904.1,6293582.5,D20170805,0.013457035
D10112319189,-33.48090885,149.01142787,686888.4,6293587.299999999,D20170805,0.004522288
D10112319197,-33.48082889,149.01108774,686856.9,6293596.7,D20170805,0.0043352875
D10112419129,-33.48168128,149.01415119,687139.8,6293496.7,D20170805,0.006767007
D10112419130,-33.48167033,149.01410466,687135.5,6293498.0,D20170805,0.005222924
D10112419131,-33.48165938,149.01405809,687131.2,6293499.3,D20170805,0.058632508
D10112419133,-33.48163639,149.01396044,687122.2,6293502.0,D20170805,0.030673789
D10112419135,-33.48161315,149.0138617,687113.0,6293504.8,D20170805,0.04790835
D10112419136,-33.48160153,149.01381232,687108.5,6293506.1,D20170805,0.0441655
D10112419137,-33.48158989,149.01376287,687103.9,6293507.5,D20170805,0.05398446
D10112419141,-33.48154321,149.01356457,687085.6,6293513.1,D20170805,0.08858878
D10112419142,-33.4815319,149.0135165,687081.1,6293514.4,D20170805,0.07817026
D10112419143,-33.48152066,149.01346877,687076.7000000001,6293515.7,D20170805,0.028430235
D10112419146,-33.48148871,149.01333292,687064.2,6293519.5,D20170805,0.01649782
D10112419150,-33.4814461,149.01315177,687047.4,6293524.6,D20170805,0.04519334
D10112419153,-33.4814143,149.01301656,687034.9,6293528.299999999,D20170805,0.12241077
D10112419154,-33.48140364,149.01297124,687030.7,6293529.6,D20170805,0.016491493
D10112419155,-33.48139296,149.01292583,687026.5,6293530.9,D20170805,0.007849543
D10112419156,-33.48138205,149.01287945,687022.3,6293532.2,D20170805,0.037102543
D10112419161,-33.48132815,149.01265035,687001.1,6293538.6,D20170805,0.0001617923
D10112419169,-33.48124353,149.01229059,686967.8,6293548.6,D20170805,0.088650815
D10112419170,-33.48123279,149.01224491,686963.6,6293549.9,D20170805,0.017239772
D10112419171,-33.48122204,149.01219924,686959.4,6293551.1,D20170805,0.010869949
D10112419182,-33.48110718,149.01171087,686914.2,6293564.7,D20170805,0.008933196
D10112419187,-33.48105565,149.01149174,686894.0000000001,6293570.9,D20170805,0.004986879
D10112419188,-33.48104574,149.01144957,686890.1,6293572.0,D20170805,0.009792533
D10112419189,-33.48103592,149.01140778,686886.2,6293573.199999999,D20170805,0.0025722035
D10112419191,-33.48101631,149.01132437,686878.5,6293575.5,D20170805,0.037690762
D10112519129,-33.48180983,149.01413737,687138.2,6293482.5,D20170805,0.048780456
D10112519130,-33.48179888,149.01409083,687133.9,6293483.8,D20170805,0.009160204
D10112519135,-33.48174149,149.01384697,687111.4,6293490.6,D20170805,0.06994458
D10112519136,-33.48172985,149.01379754,687106.8,6293491.9,D20170805,0.0058453484
D10112519137,-33.48171791,149.01374683,687102.1,6293493.4,D20170805,0.022696862
D10112519139,-33.48169304,149.01364122,687092.4,6293496.299999999,D20170805,0.002849434
D10112519143,-33.48164533,149.0134386,687073.6,6293502.0,D20170805,0.07837196
D10112519144,-33.48163432,149.01339179,687069.3,6293503.3,D20170805,0.037216082
D10112519145,-33.48162341,149.01334541,687065.0,6293504.6,D20170805,0.10265156
D10112519146,-33.48161259,149.01329941,687060.8,6293505.8,D20170805,0.03442977
D10112519153,-33.48153932,149.01298787,687032.0,6293514.5,D20170805,0.02341739
D10112519155,-33.48151759,149.01289551,687023.5,6293517.1,D20170805,0.012209272
D10112519156,-33.48150642,149.01284803,687019.1,6293518.4,D20170805,0.0224899
D10112519167,-33.48138854,149.01234692,686972.8,6293532.4,D20170805,0.023480084
D10112519169,-33.48136739,149.01225701,686964.4,6293534.9,D20170805,0.07329067
D10112519170,-33.48135727,149.01221395,686960.5,6293536.1,D20170805,0.04634593
D10112519171,-33.48134693,149.01216999,686956.4,6293537.3,D20170805,0.003922123
D10112519172,-33.48133644,149.01212536,686952.3,6293538.6,D20170805,0.039985206
D10112519173,-33.48132605,149.01208119,686948.2,6293539.8,D20170805,0.04798855
D10112519174,-33.48131544,149.01203608,686944.0,6293541.1,D20170805,0.033693206
D10112519180,-33.48125331,149.01177189,686919.6,6293548.4,D20170805,0.06339047
D10112519183,-33.48122429,149.0116484,686908.2,6293551.9,D20170805,0.013055822
D10112519186,-33.48119437,149.01152115,686896.4,6293555.4,D20170805,0.10615438
D10112519187,-33.48118419,149.01147785,686892.4,6293556.6,D20170805,0.0022493675
D10112519188,-33.48117408,149.01143486,686888.5,6293557.799999999,D20170805,0.012256702
D10112519193,-33.48112393,149.01122154,686868.7000000001,6293563.8,D20170805,0.020192144
D10112519196,-33.48109403,149.01109434,686857.0,6293567.3,D20170805,0.021560805
D10112619137,-33.48184425,149.01372367,687099.7,6293479.4,D20170805,0.08860375
D10112619138,-33.48183162,149.01367005,687094.8,6293480.9,D20170805,0.04509736
D10112619139,-33.48181897,149.01361636,687089.8,6293482.4,D20170805,0.028073395
D10112619141,-33.48179313,149.01350666,687079.7,6293485.4,D20170805,0.12455515
D10112619142,-33.481781,149.01345515,687074.9,6293486.9,D20170805,0.010834575
D10112619143,-33.48176913,149.01340476,687070.2,6293488.3,D20170805,0.075782135
D10112619144,-33.48175758,149.01335566,687065.7,6293489.7,D20170805,0.043828137
D10112619145,-33.48174613,149.01330703,687061.2,6293491.0,D20170805,0.05703738
D10112619146,-33.48173479,149.01325885,687056.8,6293492.4,D20170805,0.04591231
D10112619152,-33.48167137,149.01298919,687031.8,6293499.9,D20170805,0.026794115
D10112619155,-33.48164005,149.01285604,687019.5,6293503.6,D20170805,0.016719239
D10112619156,-33.48162943,149.01281088,687015.2999999999,6293504.9,D20170805,0.022260884
D10112619168,-33.48150195,149.01226891,686965.3,6293519.999999999,D20170805,0.04757217
D10112619171,-33.48147034,149.01213452,686952.8,6293523.7,D20170805,0.01093789
D10112619174,-33.4814389,149.01200082,686940.5,6293527.4,D20170805,0.016266005
D10112619177,-33.48140729,149.01186643,686928.1,6293531.2,D20170805,0.25462657
D10112619182,-33.48135825,149.01165781,686908.8,6293537.0,D20170805,0.0037909928
D10112619184,-33.4813392,149.01157672,686901.3,6293539.3,D20170805,0.009001161
D10112619185,-33.48132972,149.01153639,686897.6,6293540.4,D20170805,0.0025406857
D10112619186,-33.48132012,149.01149553,686893.8,6293541.5,D20170805,0.10711048
D10112619187,-33.48131044,149.01145434,686889.9999999999,6293542.7,D20170805,0.06403082
D10112619191,-33.4812711,149.01128695,686874.5,6293547.3,D20170805,0.12271005
D10112619194,-33.48124186,149.01116255,686863.0,6293550.8,D20170805,0.06615232
D10112619195,-33.48123196,149.01112047,686859.1,6293552.000000001,D20170805,0.35953677
D10112619196,-33.4812222,149.01107892,686855.2999999999,6293553.1,D20170805,0.012987239
D10112719133,-33.48201403,149.0138852,687114.4,6293460.3,D20170805,0.077206776
D10112719134,-33.48200236,149.01383562,687109.8,6293461.6,D20170805,0.0035833588
D10112719137,-33.48196596,149.01368105,687095.5,6293466.0,D20170805,0.08226229
D10112719138,-33.48195334,149.01362747,687090.5,6293467.5,D20170805,0.025253681
D10112719139,-33.48194073,149.01357391,687085.6,6293469.0,D20170805,0.036037218
D10112719141,-33.48191565,149.01346744,687075.7,6293471.9,D20170805,0.066201985
D10112719143,-33.48189191,149.01336661,687066.4,6293474.699999999,D20170805,0.021487383
D10112719146,-33.48185622,149.013215,687052.4,6293479.0,D20170805,0.024542376
D10112719151,-33.48180357,149.01299117,687031.7,6293485.2,D20170805,0.032288413
D10112719153,-33.48178312,149.01290416,687023.7,6293487.6,D20170805,0.017897017
D10112719155,-33.48176293,149.01281832,687015.8,6293490.0,D20170805,0.004898144
D10112719158,-33.48173271,149.01268976,687003.9,6293493.6,D20170805,0.0130158635
D10112719165,-33.48166,149.01238056,686975.2999999999,6293502.2,D20170805,0.0820658
D10112719173,-33.48157366,149.01201354,686941.4,6293512.499999999,D20170805,0.028606355
D10112719177,-33.48153079,149.01183132,686924.5,6293517.6,D20170805,0.17657104
D10112719180,-33.48150086,149.011704,686912.8,6293521.1,D20170805,0.011752783
D10112719185,-33.48145273,149.01149922,686893.8,6293526.8,D20170805,0.001459237
D10112719186,-33.48144352,149.01145998,686890.2,6293527.9,D20170805,0.0051705167
D10112719195,-33.48135894,149.01109999,686856.9,6293537.9,D20170805,0.063383065
D10112819129,-33.48218402,149.01404758,687129.1,6293441.1,D20170805,0.069402054
D10112819131,-33.48216087,149.01394926,687120.0,6293443.9,D20170805,0.14211906
D10112819132,-33.48214912,149.01389932,687115.4,6293445.3,D20170805,0.04474612
D10112819133,-33.48213729,149.01384908,687110.7,6293446.7,D20170805,0.051580917
D10112819134,-33.48212539,149.01379852,687106.1,6293448.100000001,D20170805,0.037935264
D10112819135,-33.48211315,149.01374657,687101.3,6293449.5,D20170805,0.099701434
D10112819137,-33.48208764,149.01363827,687091.2,6293452.5,D20170805,0.019592078
D10112819138,-33.48207502,149.0135847,687086.3,6293454.0,D20170805,0.034749422
D10112819141,-33.48203796,149.01342734,687071.8,6293458.4,D20170805,0.017969701
D10112819145,-33.48199045,149.01322553,687053.1,6293464.1,D20170805,0.0635268
D10112819146,-33.48197958,149.01317931,687048.8,6293465.4,D20170805,0.010310796
D10112819151,-33.48192859,149.01296247,687028.8,6293471.4,D20170805,0.07132775
D10112819153,-33.48190825,149.01287592,687020.8,6293473.8,D20170805,0.027033446
D10112819154,-33.48189808,149.01283271,687016.8,6293475.0,D20170805,0.02202611
D10112819155,-33.48188804,149.01278999,687012.9,6293476.2,D20170805,0.02593428
D10112819157,-33.48186794,149.01270448,687004.9,6293478.6,D20170805,0.014161405
D10112819158,-33.48185789,149.01266172,687001.0,6293479.8,D20170805,0.02752953
D10112819159,-33.48184782,149.01261891,686997.0,6293481.0,D20170805,0.051443506
D10112819168,-33.4817544,149.01222164,686960.3,6293492.1,D20170805,0.04088626
D10112819175,-33.48167891,149.01190074,686930.7,6293501.0,D20170805,0.08657358
D10112819177,-33.4816574,149.01180933,686922.2,6293503.6,D20170805,0.03980614
D10112819180,-33.48162678,149.01167911,686910.2,6293507.2,D20170805,0.004314274
D10112819192,-33.48151334,149.01119631,686865.6,6293520.6,D20170805,0.016382512
D10112819198,-33.48145806,149.01096099,686843.8,6293527.2,D20170805,0.21284595
D10112919125,-33.48234951,149.01419105,687142.1,6293422.5,D20170805,0.04806351
D10112919128,-33.48231796,149.01405688,687129.7,6293426.3,D20170805,0.11269812
D10112919129,-33.48230694,149.01401005,687125.3,6293427.6,D20170805,0.102363534
D10112919133,-33.4822612,149.01381571,687107.4,6293433.0,D20170805,0.039457113
D10112919136,-33.48222474,149.01366086,687093.1,6293437.300000001,D20170805,0.5888774
D10112919141,-33.48216287,149.01339814,687068.8,6293444.6,D20170805,0.055957127
D10112919142,-33.48215089,149.01334728,687064.1,6293446.1,D20170805,0.012629538
D10112919144,-33.48212642,149.01324335,687054.5,6293449.0,D20170805,0.100929104
D10112919145,-33.48211452,149.01319283,687049.8,6293450.4,D20170805,0.052025426
D10112919146,-33.48210395,149.01314787,687045.6,6293451.6,D20170805,0.028250188
D10112919153,-33.48203361,149.01284869,687017.9999999999,6293460.0,D20170805,0.030853545
D10112919154,-33.48202356,149.01280594,687014.0000000001,6293461.2,D20170805,0.02714518
D10112919155,-33.48201345,149.01276292,687010.1,6293462.4,D20170805,0.06519627
D10112919156,-33.48200345,149.01272038,687006.1,6293463.500000001,D20170805,0.016852591
D10112919157,-33.48199346,149.01267787,687002.2,6293464.7,D20170805,0.05002695
D10112919162,-33.4819441,149.01246789,686982.8,6293470.6,D20170805,0.011633191
D10112919163,-33.48193376,149.01242391,686978.7,6293471.800000001,D20170805,0.008925553
D10112919164,-33.4819237,149.01238111,686974.8,6293473.0,D20170805,0.05566208
D10112919166,-33.48190295,149.0122929,686966.6,6293475.5,D20170805,0.008729571
D10112919169,-33.48187051,149.01215499,686953.9,6293479.3,D20170805,0.0020411138
D10112919170,-33.4818596,149.01210863,686949.6,6293480.6,D20170805,0.09236498
D10112919175,-33.48180568,149.01187942,686928.4,6293487.0,D20170805,0.07358616
D10112919176,-33.48179491,149.01183366,686924.2,6293488.3,D20170805,0.0075921332
D10112919180,-33.48175385,149.01165902,686908.0,6293493.1,D20170805,0.06765226
D10112919182,-33.48173347,149.01157234,686900.0,6293495.500000001,D20170805,0.07363336
D10112919190,-33.48165772,149.01124998,686870.2,6293504.5,D20170805,0.035490118
D10112919191,-33.48164896,149.01121267,686866.8,6293505.6,D20170805,0.00145247
D10112919192,-33.48164017,149.0111752,686863.2999999999,6293506.6,D20170805,0.011167816
D10112919195,-33.48161347,149.01106153,686852.8,6293509.8,D20170805,0.07069057
D10112919199,-33.48157687,149.01090568,686838.4,6293514.1,D20170805,0.029661147
D10112919201,-33.48155829,149.0108266,686831.1,6293516.3,D20170805,0.032456435
D10113019119,-33.48253541,149.01442129,687163.0,6293401.5,D20170805,0.053460307
D10113019123,-33.48249435,149.01424666,687146.9,6293406.3,D20170805,0.054973766
D10113019124,-33.48248403,149.0142028,687142.9,6293407.6,D20170805,0.04770128
D10113019125,-33.48247368,149.01415875,687138.8,6293408.8,D20170805,0.004631571
D10113019126,-33.48246327,149.0141145,687134.7,6293410.0,D20170805,0.013823906
D10113019127,-33.48245282,149.01407004,687130.6,6293411.3,D20170805,0.018384334
D10113019136,-33.48234962,149.01363156,687090.1,6293423.5,D20170805,0.39247367
D10113019139,-33.48231294,149.01347581,687075.7,6293427.9,D20170805,0.08891388
D10113019140,-33.48230182,149.01342854,687071.2999999999,6293429.2,D20170805,0.15831633
D10113019141,-33.48229059,149.01338082,687066.9,6293430.5,D20170805,0.07586737
D10113019142,-33.48227925,149.01333265,687062.4,6293431.8,D20170805,0.017819673
D10113019144,-33.48225608,149.0132342,687053.3,6293434.6,D20170805,0.01711133
D10113019146,-33.48223395,149.01314014,687044.6,6293437.2,D20170805,0.09947863
D10113019151,-33.48218087,149.0129145,687023.8,6293443.5,D20170805,0.0040154066
D10113019152,-33.48217057,149.01287068,687019.7,6293444.7,D20170805,0.20597085
D10113019153,-33.48216027,149.01282688,687015.7,6293446.0,D20170805,0.008776184
D10113019155,-33.48213952,149.01273863,687007.5,6293448.4,D20170805,0.019856423
D10113019157,-33.48211896,149.01265119,686999.5,6293450.9,D20170805,0.061622746
D10113019158,-33.48210901,149.01260888,686995.5,6293452.0,D20170805,0.050883055
D10113019160,-33.48208967,149.01252658,686987.9,6293454.3,D20170805,0.008247455
D10113019161,-33.48208,149.01248543,686984.1,6293455.5,D20170805,0.02267173
D10113019163,-33.48206055,149.01240269,686976.5,6293457.8,D20170805,0.00592639
D10113019166,-33.48202909,149.01226891,686964.1,6293461.5,D20170805,0.0022484171
D10113019168,-33.4820074,149.01217671,686955.6,6293464.1,D20170805,0.015324836
D10113019169,-33.48199668,149.01213115,686951.4,6293465.3,D20170805,0.009177584
D10113019170,-33.48198651,149.01208789,686947.4,6293466.6,D20170805,0.035640676
D10113019172,-33.48196685,149.01200423,686939.7,6293468.9,D20170805,0.004513793
D10113019173,-33.48195672,149.01196115,686935.7,6293470.1,D20170805,0.005238844
D10113019176,-33.48192587,149.01182999,686923.6,6293473.7,D20170805,0.0050039724
D10113019182,-33.48186234,149.01155986,686898.6,6293481.3,D20170805,0.023969939
D10113019191,-33.48177603,149.01119261,686864.7000000001,6293491.5,D20170805,0.0028725525
D10113019192,-33.48176758,149.01115661,686861.3,6293492.5,D20170805,0.08809366
D10113019200,-33.4816966,149.01085431,686833.4,6293500.9,D20170805,0.024048913
D10113019201,-33.48168731,149.01081476,686829.7,6293502.0,D20170805,0.017813206
D10113019206,-33.48163816,149.01060568,686810.4,6293507.9,D20170805,0.0030766535
D10113019207,-33.4816277,149.01056118,686806.3,6293509.1,D20170805,0.077137634
D10113119116,-33.48269141,149.01452436,687172.3,6293384.0,D20170805,0.042838167
D10113119117,-33.48268077,149.01447911,687168.1,6293385.3,D20170805,0.034220193
D10113119118,-33.48267012,149.01443386,687163.9,6293386.5,D20170805,0.06915394
D10113119119,-33.48265949,149.01438862,687159.7,6293387.8,D20170805,0.08026516
D10113119120,-33.48264889,149.01434357,687155.6,6293389.0,D20170805,0.06221117
D10113119122,-33.48262861,149.01425733,687147.6,6293391.4,D20170805,0.0070733572
D10113119123,-33.48261858,149.01421462,687143.7,6293392.6,D20170805,0.043162916
D10113119124,-33.4826085,149.01417174,687139.7,6293393.8,D20170805,0.015167681
D10113119125,-33.48259837,149.01412869,687135.7,6293395.0,D20170805,0.41088545
D10113119126,-33.48258821,149.01408545,687131.7,6293396.2,D20170805,0.00027672984
D10113119127,-33.48257797,149.0140419,687127.7,6293397.4,D20170805,0.13326795
D10113119131,-33.48253435,149.01385648,687110.6,6293402.6,D20170805,0.07478967
D10113119132,-33.4825233,149.01380952,687106.2,6293403.9,D20170805,0.04867579
D10113119138,-33.4824534,149.01351257,687078.8,6293412.2,D20170805,0.007872508
D10113119139,-33.4824417,149.01346287,687074.2,6293413.600000001,D20170805,0.064942025
D10113119141,-33.48241919,149.01336722,687065.3,6293416.3,D20170805,0.11384835
D10113119142,-33.4824081,149.0133201,687061.0,6293417.6,D20170805,0.0047973995
D10113119146,-33.48236395,149.01313242,687043.6,6293422.8,D20170805,0.019870384
D10113119147,-33.48235298,149.0130858,687039.2999999999,6293424.1,D20170805,0.048479438
D10113119148,-33.48234206,149.01303938,687035.0,6293425.4,D20170805,0.08929101
D10113119151,-33.4823097,149.01290183,687022.3,6293429.2,D20170805,0.0092202015
D10113119152,-33.48229938,149.01285794,687018.3,6293430.5,D20170805,0.0032314628
D10113119153,-33.48228906,149.01281405,687014.2,6293431.7,D20170805,0.017096331
D10113119154,-33.48227874,149.01277016,687010.2,6293432.9,D20170805,0.058396854
D10113119157,-33.48224764,149.01263794,686997.9,6293436.6,D20170805,0.01205245
D10113119158,-33.48223686,149.0125921,686993.7,6293437.9,D20170805,0.03687585
D10113119159,-33.48222638,149.01254755,686989.6,6293439.1,D20170805,0.016823241
D10113119160,-33.48221603,149.01250353,686985.5,6293440.4,D20170805,0.017544733
D10113119167,-33.48214457,149.01219962,686957.4,6293448.8,D20170805,0.0001605383
D10113119168,-33.48213408,149.01215502,686953.3,6293450.1,D20170805,0.011775507
D10113119169,-33.48212335,149.01210941,686949.1,6293451.3,D20170805,0.010301808
D10113119170,-33.48211372,149.0120684,686945.3,6293452.5,D20170805,0.140361
D10113119172,-33.48209521,149.01198963,686937.9999999999,6293454.7,D20170805,0.009186581
D10113119173,-33.48208589,149.01194995,686934.4,6293455.8,D20170805,0.002891593
D10113119191,-33.48190669,149.01118767,686863.9,6293477.0,D20170805,0.004469377
D10113119192,-33.48189767,149.01114924,686860.4,6293478.1,D20170805,0.057555467
D10113119202,-33.48180703,149.01076335,686824.7000000001,6293488.799999999,D20170805,0.033981707
D10113219114,-33.48283777,149.01458638,687177.7,6293367.7,D20170805,0.020595374
D10113219115,-33.48282712,149.01454112,687173.6,6293368.9,D20170805,0.078300856
D10113219116,-33.48281648,149.01449586,687169.4,6293370.2,D20170805,0.08074332
D10113219117,-33.48280583,149.0144506,687165.2,6293371.4,D20170805,0.08823288
D10113219118,-33.48279519,149.01440534,687161.0,6293372.7,D20170805,0.10257063
D10113219119,-33.48278455,149.0143601,687156.8,6293374.0,D20170805,0.08970317
D10113219122,-33.48275296,149.01422579,687144.4,6293377.7,D20170805,0.016414924
D10113219123,-33.48274261,149.01418178,687140.3,6293378.9,D20170805,0.018032363
D10113219130,-33.4826708,149.01387634,687112.1,6293387.4,D20170805,0.0072631976
D10113219132,-33.48264982,149.01378713,687103.9,6293389.9,D20170805,0.14190313
D10113219133,-33.48263899,149.0137411,687099.6,6293391.200000001,D20170805,0.001395196
D10113219136,-33.4826059,149.01360046,687086.6,6293395.1,D20170805,0.15813588
D10113219138,-33.48258331,149.01350449,687077.8,6293397.799999999,D20170805,0.03639498
D10113219139,-33.4825718,149.01345559,687073.2,6293399.2,D20170805,0.030048016
D10113219141,-33.48254882,149.01335792,687064.2,6293401.9,D20170805,0.050357156
D10113219145,-33.48250336,149.01316478,687046.4,6293407.3,D20170805,0.08046358
D10113219146,-33.48249218,149.01311726,687041.9999999999,6293408.6,D20170805,0.06155329
D10113219148,-33.48246981,149.01302219,687033.2,6293411.3,D20170805,0.06943178
D10113219151,-33.48243752,149.01288495,687020.5,6293415.1,D20170805,0.0072913896
D10113219152,-33.48242708,149.01284055,687016.4,6293416.3,D20170805,0.0008223554
D10113219153,-33.48241686,149.01279706,687012.4,6293417.6,D20170805,0.0029241587
D10113219154,-33.48240667,149.01275372,687008.4,6293418.8,D20170805,0.030423854
D10113219157,-33.48237569,149.012622,686996.2,6293422.4,D20170805,0.019782532
D10113219159,-33.48235293,149.0125253,686987.2999999999,6293425.1,D20170805,0.025330039
D10113219160,-33.48234162,149.01247724,686982.8,6293426.500000001,D20170805,0.056773007
D10113219165,-33.48229025,149.01225875,686962.6,6293432.6,D20170805,0.08692111
D10113219166,-33.48228038,149.01221678,686958.7,6293433.7,D20170805,0.040923107
D10113219168,-33.48226043,149.01213193,686950.9,6293436.1,D20170805,0.007768552
D10113219169,-33.48225029,149.01208879,686946.9,6293437.300000001,D20170805,0.0050569647
D10113219170,-33.48224089,149.01204878,686943.2,6293438.4,D20170805,0.17767708
D10113219172,-33.48222217,149.0119691,686935.8,6293440.6,D20170805,0.02291891
D10113219173,-33.48221286,149.01192944,686932.2,6293441.7,D20170805,0.04554562
D10113219174,-33.48220357,149.0118899,686928.5,6293442.8,D20170805,0.119015075
D10113219176,-33.48218508,149.01181118,686921.3,6293445.0,D20170805,0.020937348
D10113219177,-33.48217541,149.01177004,686917.5,6293446.2,D20170805,0.13037856
D10113219185,-33.48209751,149.01143861,686886.8,6293455.4,D20170805,0.0048316196
D10113219190,-33.4820492,149.01123303,686867.8,6293461.1,D20170805,0.11383486
D10113219193,-33.48202011,149.01110926,686856.4,6293464.6,D20170805,0.08662069
D10113219194,-33.48201061,149.01106886,686852.6,6293465.7,D20170805,0.21678443
D10113219196,-33.4819919,149.01098921,686845.3,6293467.9,D20170805,0.015561016
D10113219202,-33.48193505,149.01074724,686822.9,6293474.699999999,D20170805,0.0012725191
D10113219205,-33.48190421,149.01061613,686810.8,6293478.3,D20170805,0.03846047
D10113219214,-33.48181235,149.01022549,686774.7,6293489.2,D20170805,0.029606657
D10113319111,-33.48299476,149.01469363,687187.4,6293350.0,D20170805,0.0026591264
D10113319112,-33.48298412,149.01464837,687183.2,6293351.3,D20170805,0.041959587
D10113319113,-33.48297347,149.01460309,687179.0,6293352.6,D20170805,0.040706847
D10113319114,-33.48296277,149.01455759,687174.8,6293353.8,D20170805,0.03197503
D10113319115,-33.48295209,149.0145122,687170.6,6293355.1,D20170805,0.06076192
D10113319116,-33.48294146,149.01446701,687166.4,6293356.4,D20170805,0.056920037
D10113319117,-33.48293087,149.01442198,687162.3,6293357.6,D20170805,0.14223643
D10113319123,-33.48286576,149.01414519,687136.7000000001,6293365.3,D20170805,0.07610192
D10113319132,-33.4827733,149.01375195,687100.3,6293376.3,D20170805,0.14762747
D10113319135,-33.48274179,149.01361796,687088.0,6293380.0,D20170805,0.0290077
D10113319138,-33.48271025,149.01348385,687075.6,6293383.8,D20170805,0.062908374
D10113319140,-33.48268834,149.01339073,687067.0,6293386.4,D20170805,0.009022662
D10113319141,-33.48267722,149.01334348,687062.6,6293387.7,D20170805,0.049600568
D10113319150,-33.48257467,149.01290774,687022.3,6293399.9,D20170805,0.06432984
D10113319152,-33.48255357,149.01281802,687014.0000000001,6293402.4,D20170805,0.006970357
D10113319157,-33.4825014,149.01259621,686993.5,6293408.5,D20170805,0.055018745
D10113319161,-33.48245826,149.01241282,686976.6,6293413.7,D20170805,0.013322872
D10113319166,-33.48240695,149.01219459,686956.4,6293419.7,D20170805,0.07580132
D10113319167,-33.48239713,149.01215284,686952.5,6293420.9,D20170805,0.057827167
D10113319168,-33.4823874,149.01211143,686948.7000000001,6293422.1,D20170805,0.0017588146
D10113319169,-33.48237774,149.01207033,686944.9,6293423.200000001,D20170805,0.0021555587
D10113319170,-33.48236796,149.0120287,686941.1,6293424.4,D20170805,0.13330278
D10113319171,-33.4823584,149.01198801,686937.3,6293425.5,D20170805,0.1560892
D10113319184,-33.4822366,149.01146961,686889.4,6293439.9,D20170805,0.09256817
D10113319186,-33.48221703,149.01138632,686881.7,6293442.3,D20170805,0.004915093
D10113319189,-33.48218825,149.01126384,686870.4,6293445.7,D20170805,0.003905788
D10113319192,-33.48215884,149.01113875,686858.8,6293449.2,D20170805,0.0076872623
D10113319193,-33.48214914,149.01109745,686855.0,6293450.3,D20170805,0.49681193
D10113319215,-33.4819275,149.0101548,686767.9,6293476.6,D20170805,0.062468223
D10113319222,-33.48186391,149.00988405,686742.9,6293484.1,D20170805,0.008384813
D10113419111,-33.48311981,149.01466502,687184.4,6293336.2,D20170805,0.038223695
D10113419112,-33.48310915,149.01461971,687180.3,6293337.5,D20170805,0.0550884
D10113419132,-33.4828967,149.01371642,687096.8,6293362.7,D20170805,0.041389193
D10113419133,-33.48288619,149.01367175,687092.6,6293363.9,D20170805,0.016449796
D10113419134,-33.48287569,149.0136271,687088.5,6293365.2,D20170805,0.0016532533
D10113419136,-33.48285469,149.0135378,687080.3,6293367.7,D20170805,0.005575067
D10113419139,-33.48282326,149.01340415,687067.9,6293371.4,D20170805,0.07741033
D10113419147,-33.48273519,149.01302985,687033.3,6293381.8,D20170805,0.09983765
D10113419150,-33.48270144,149.01288642,687020.1,6293385.8,D20170805,0.032871682
